Time,Trial,Event,Player.Color,Position.X,Position.Y,Planet.Id,WhiteHole.Interaction.BluePlayer,WhiteHole.Interaction.RedPlayer,Planet.Interaction.BluePlayer,Planet.Interaction.RedPlayer,Asteroid.Interaction.BluePlayer,Asteroid.Interaction.RedPlayer
2020-03-11 11:22:02.589000,8,WhiteHole.SinglePlayer.Exit,Red Player,21.0,43.0,,1,1,0,0,0,0
2020-03-11 11:22:02.599000,8,,,,,,1,0,0,0,0,0
2020-03-11 11:22:03.841100,8,WhiteHole.SinglePlayer.Touch,Red Player,21.0,43.0,,1,1,0,0,0,0
2020-03-11 11:22:03.856100,8,WhiteHole.SinglePlayer.Exit,Red Player,21.0,43.0,,1,1,0,0,0,0
2020-03-11 11:22:03.866100,8,,,,,,1,0,0,0,0,0
2020-03-11 11:22:05.539200,8,WhiteHole.SinglePlayer.Exit,Blue Player,76.0,56.0,,1,0,0,0,0,0
2020-03-11 11:22:05.549200,8,,,,,,0,0,0,0,0,0
2020-03-11 11:22:09.541400,8,WhiteHole.SinglePlayer.Touch,Blue Player,76.0,56.0,,1,0,0,0,0,0
2020-03-11 11:22:09.857400,8,WhiteHole.SinglePlayer.Touch,Red Player,30.0,17.0,,1,1,0,0,0,0
2020-03-11 11:22:09.989400,8,WhiteHole.SinglePlayer.Exit,Blue Player,76.0,56.0,,1,1,0,0,0,0
2020-03-11 11:22:09.999400,8,,,,,,0,1,0,0,0,0
2020-03-11 11:22:11.708500,8,WhiteHole.SinglePlayer.Touch,Blue Player,42.0,80.0,,1,1,0,0,0,0
2020-03-11 11:22:12.623600,8,WhiteHole.SinglePlayer.Exit,Red Player,30.0,17.0,,1,1,0,0,0,0
2020-03-11 11:22:12.633600,8,,,,,,1,0,0,0,0,0
2020-03-11 11:22:13.558700,8,WhiteHole.SinglePlayer.Touch,Red Player,30.0,17.0,,1,1,0,0,0,0
2020-03-11 11:22:14.256700,8,WhiteHole.SinglePlayer.Exit,Red Player,30.0,17.0,,1,1,0,0,0,0
2020-03-11 11:22:14.266700,8,,,,,,1,0,0,0,0,0
2020-03-11 11:22:16.941800,8,WhiteHole.SinglePlayer.Touch,Red Player,21.0,43.0,,1,1,0,0,0,0
2020-03-11 11:22:17.006800,8,WhiteHole.SinglePlayer.Exit,Blue Player,42.0,80.0,,1,1,0,0,0,0
2020-03-11 11:22:17.016800,8,,,,,,0,1,0,0,0,0
2020-03-11 11:22:17.191900,8,WhiteHole.SinglePlayer.Touch,Blue Player,42.0,80.0,,1,1,0,0,0,0
2020-03-11 11:22:18.525900,8,WhiteHole.SinglePlayer.Exit,Red Player,21.0,43.0,,1,1,0,0,0,0
2020-03-11 11:22:18.535900,8,,,,,,1,0,0,0,0,0
2020-03-11 11:22:20.681100,8,WhiteHole.SinglePlayer.Trigger,Blue Player,42.0,80.0,,1,0,0,0,0,0
2020-03-11 11:22:20.691100,8,,,,,,0,0,0,0,0,0
2020-03-11 11:22:21.831100,8,Planet.SinglePlayer.Connection,Red Player,30.0,41.0,6030.0,0,0,0,1,0,0
2020-03-11 11:22:22.914200,8,Planet.SinglePlayer.Exit,Red Player,37.0,44.0,6030.0,0,0,0,1,0,0
2020-03-11 11:22:22.924200,8,,,,,,0,0,0,0,0,0
2020-03-11 11:22:26.426400,8,Planet.Creation,Red Player,36.0,48.0,7830.0,0,0,0,0,0,0
2020-03-11 11:22:28.892500,8,WhiteHole.SinglePlayer.Touch,Blue Player,76.0,56.0,,1,0,0,0,0,0
2020-03-11 11:22:32.380700,8,WhiteHole.SinglePlayer.Trigger,Blue Player,76.0,56.0,,1,0,0,0,0,0
2020-03-11 11:22:32.390700,8,,,,,,0,0,0,0,0,0
2020-03-11 11:22:34.314800,8,Planet.Creation,Red Player,61.0,44.0,8090.0,0,0,0,0,0,0
2020-03-11 11:22:41.816300,8,Planet.SinglePlayer.Connection,Red Player,33.0,52.0,6030.0,0,0,0,1,0,0
2020-03-11 11:22:42.393300,8,WhiteHole.SinglePlayer.Touch,Blue Player,22.0,66.0,,1,0,0,1,0,0
2020-03-11 11:22:45.881500,8,WhiteHole.SinglePlayer.Trigger,Blue Player,22.0,66.0,,1,0,0,1,0,0
2020-03-11 11:22:45.891500,8,,,,,,0,0,0,1,0,0
2020-03-11 11:22:46.765500,8,Planet.SinglePlayer.Exit,Red Player,37.0,44.0,6030.0,0,0,0,1,0,0
2020-03-11 11:22:46.775500,8,,,,,,0,0,0,0,0,0
2020-03-11 11:22:46.943600,8,WhiteHole.SinglePlayer.Touch,Red Player,21.0,43.0,,0,1,0,0,0,0
2020-03-11 11:22:48.342600,8,WhiteHole.SinglePlayer.Exit,Red Player,21.0,43.0,,0,1,0,0,0,0
2020-03-11 11:22:48.352600,8,,,,,,0,0,0,0,0,0
2020-03-11 11:22:48.785700,8,Planet.SinglePlayer.Connection,Red Player,15.0,52.0,6362.0,0,0,0,1,0,0
2020-03-11 11:22:48.848700,8,Planet.SinglePlayer.Exit,Red Player,24.0,49.0,6362.0,0,0,0,1,0,0
2020-03-11 11:22:48.858700,8,,,,,,0,0,0,0,0,0
2020-03-11 11:22:54.027000,8,WhiteHole.SinglePlayer.Touch,Blue Player,30.0,17.0,,1,0,0,0,0,0
2020-03-11 11:22:56.612100,8,Planet.Creation,Red Player,17.0,60.0,8526.0,1,0,0,0,0,0
2020-03-11 11:22:57.518200,8,WhiteHole.SinglePlayer.Trigger,Blue Player,30.0,17.0,,1,0,0,0,0,0
2020-03-11 11:22:57.528200,8,,,,,,0,0,0,0,0,0
2020-03-11 11:23:01.745400,8,WhiteHole.SinglePlayer.Touch,Blue Player,21.0,43.0,,1,0,0,0,0,0
2020-03-11 11:23:02.743500,8,WhiteHole.SinglePlayer.Exit,Blue Player,21.0,43.0,,1,0,0,0,0,0
2020-03-11 11:23:02.753500,8,,,,,,0,0,0,0,0,0
2020-03-11 11:23:04.546600,8,WhiteHole.SinglePlayer.Touch,Blue Player,21.0,43.0,,1,0,0,0,0,0
2020-03-11 11:23:04.827600,8,WhiteHole.SinglePlayer.Touch,Red Player,76.0,56.0,,1,1,0,0,0,0
2020-03-11 11:23:05.361600,8,WhiteHole.SinglePlayer.Exit,Red Player,76.0,56.0,,1,1,0,0,0,0
2020-03-11 11:23:05.371600,8,,,,,,1,0,0,0,0,0
2020-03-11 11:23:08.351800,8,WhiteHole.SinglePlayer.Trigger,Blue Player,21.0,43.0,,1,0,0,0,0,0
2020-03-11 11:23:08.361800,8,,,,,,0,0,0,0,0,0
2020-03-11 11:23:10.950900,8,Asteroid.SinglePlayer.Connection,Red Player,46.0,23.0,,0,0,0,0,0,1
2020-03-11 11:23:14.501100,8,Asteroid.SinglePlayer.Exit,Red Player,44.0,13.0,,0,0,0,0,0,1
2020-03-11 11:23:14.511100,8,,,,,,0,0,0,0,0,0
2020-03-11 11:23:17.446300,8,WhiteHole.SinglePlayer.Touch,Blue Player,76.0,56.0,,1,0,0,0,0,0
2020-03-11 11:23:20.952500,8,WhiteHole.SinglePlayer.Trigger,Blue Player,76.0,56.0,,1,0,0,0,0,0
2020-03-11 11:23:20.962500,8,,,,,,0,0,0,0,0,0
2020-03-11 11:23:22.216600,8,Planet.Creation,Red Player,66.0,34.0,9124.0,0,0,0,0,0,0
2020-03-11 11:23:22.536600,8,Planet.SinglePlayer.Connection,Red Player,64.0,36.0,8090.0,0,0,0,1,0,0
2020-03-11 11:23:24.551700,8,Planet.SinglePlayer.Exit,Red Player,61.0,44.0,8090.0,0,0,0,1,0,0
2020-03-11 11:23:24.561700,8,,,,,,0,0,0,0,0,0
2020-03-11 11:23:25.330800,8,WhiteHole.SinglePlayer.Touch,Blue Player,63.0,72.0,,1,0,0,0,0,0
2020-03-11 11:23:26.878800,8,WhiteHole.SinglePlayer.Exit,Blue Player,63.0,72.0,,1,0,0,0,0,0
2020-03-11 11:23:26.888800,8,,,,,,0,0,0,0,0,0
2020-03-11 11:23:27.113900,8,WhiteHole.SinglePlayer.Touch,Blue Player,63.0,72.0,,1,0,0,0,0,0
2020-03-11 11:23:29.902000,8,Planet.SinglePlayer.Connection,Red Player,38.0,36.0,5750.0,1,0,0,1,0,0
2020-03-11 11:23:30.619100,8,WhiteHole.SinglePlayer.Trigger,Blue Player,63.0,72.0,,1,0,0,1,0,0
2020-03-11 11:23:30.629100,8,,,,,,0,0,0,1,0,0
2020-03-11 11:23:30.870100,8,Planet.SinglePlayer.Exit,Red Player,40.0,34.0,5750.0,0,0,0,1,0,0
2020-03-11 11:23:30.880100,8,,,,,,0,0,0,0,0,0
2020-03-11 11:23:32.847200,8,WhiteHole.SinglePlayer.Touch,Red Player,22.0,66.0,,0,1,0,0,0,0
2020-03-11 11:23:33.430200,8,WhiteHole.SinglePlayer.Touch,Blue Player,42.0,80.0,,1,1,0,0,0,0
2020-03-11 11:23:35.261300,8,WhiteHole.SinglePlayer.Exit,Red Player,22.0,66.0,,1,1,0,0,0,0
2020-03-11 11:23:35.271300,8,,,,,,1,0,0,0,0,0
2020-03-11 11:23:35.630300,8,WhiteHole.SinglePlayer.Touch,Red Player,22.0,66.0,,1,1,0,0,0,0
2020-03-11 11:23:36.251400,8,WhiteHole.SinglePlayer.Exit,Red Player,22.0,66.0,,1,1,0,0,0,0
2020-03-11 11:23:36.261400,8,,,,,,1,0,0,0,0,0
2020-03-11 11:23:36.937400,8,WhiteHole.SinglePlayer.Trigger,Blue Player,42.0,80.0,,1,0,0,0,0,0
2020-03-11 11:23:36.947400,8,,,,,,0,0,0,0,0,0
2020-03-11 11:23:43.514800,8,WhiteHole.SinglePlayer.Touch,Blue Player,22.0,66.0,,1,0,0,0,0,0
2020-03-11 11:23:45.336900,8,Planet.SinglePlayer.Connection,Red Player,64.0,39.0,9124.0,1,0,0,1,0,0
2020-03-11 11:23:45.735900,8,Planet.SinglePlayer.Exit,Red Player,66.0,34.0,9124.0,1,0,0,1,0,0
2020-03-11 11:23:45.745900,8,,,,,,1,0,0,0,0,0
2020-03-11 11:23:47.003000,8,WhiteHole.SinglePlayer.Trigger,Blue Player,22.0,66.0,,1,0,0,0,0,0
2020-03-11 11:23:47.013000,8,,,,,,0,0,0,0,0,0
2020-03-11 11:23:53.633400,8,Planet.Creation,Red Player,34.0,56.0,9938.0,0,0,0,0,0,0
2020-03-11 11:23:53.637400,8,Planet.Creation,Red Player,150.0,150.0,9990.0,0,0,0,0,0,0
2020-03-11 11:23:56.232500,8,WhiteHole.SinglePlayer.Touch,Blue Player,76.0,56.0,,1,0,0,0,0,0
2020-03-11 11:23:59.737700,8,WhiteHole.SinglePlayer.Trigger,Blue Player,76.0,56.0,,1,0,0,0,0,0
2020-03-11 11:23:59.747700,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:01.181800,8,WhiteHole.SinglePlayer.Touch,Red Player,42.0,80.0,,0,1,0,0,0,0
2020-03-11 11:24:03.064900,8,WhiteHole.SinglePlayer.Exit,Red Player,42.0,80.0,,0,1,0,0,0,0
2020-03-11 11:24:03.074900,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:03.132900,8,WhiteHole.SinglePlayer.Touch,Red Player,42.0,80.0,,0,1,0,0,0,0
2020-03-11 11:24:04.533000,8,WhiteHole.SinglePlayer.Exit,Red Player,42.0,80.0,,0,1,0,0,0,0
2020-03-11 11:24:04.543000,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:04.551000,8,Planet.Creation,Red Player,41.0,77.0,10348.0,0,0,0,0,0,0
2020-03-11 11:24:05.934100,8,WhiteHole.SinglePlayer.Touch,Blue Player,56.0,24.0,,1,0,0,0,0,0
2020-03-11 11:24:08.455200,8,Planet.SinglePlayer.Connection,Red Player,29.0,54.0,9938.0,1,0,0,1,0,0
2020-03-11 11:24:09.138300,8,Planet.SinglePlayer.Exit,Red Player,34.0,56.0,9938.0,1,0,0,1,0,0
2020-03-11 11:24:09.148300,8,,,,,,1,0,0,0,0,0
2020-03-11 11:24:09.421300,8,WhiteHole.SinglePlayer.Trigger,Blue Player,56.0,24.0,,1,0,0,0,0,0
2020-03-11 11:24:09.431300,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:15.049600,8,WhiteHole.SinglePlayer.Touch,Blue Player,30.0,17.0,,1,0,0,0,0,0
2020-03-11 11:24:15.684600,8,Planet.Creation,Red Player,52.0,34.0,10608.0,1,0,0,0,0,0
2020-03-11 11:24:16.132700,8,WhiteHole.SinglePlayer.Exit,Blue Player,30.0,17.0,,1,0,0,0,0,0
2020-03-11 11:24:16.142700,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:17.233700,8,WhiteHole.SinglePlayer.Touch,Blue Player,30.0,17.0,,1,0,0,0,0,0
2020-03-11 11:24:17.881800,8,WhiteHole.SinglePlayer.Exit,Blue Player,30.0,17.0,,1,0,0,0,0,0
2020-03-11 11:24:17.891800,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:18.721800,8,Asteroid.SinglePlayer.Connection,Red Player,66.0,53.0,,0,0,0,0,0,1
2020-03-11 11:24:18.869800,8,Asteroid.SinglePlayer.Exit,Red Player,67.0,52.0,,0,0,0,0,0,1
2020-03-11 11:24:18.879800,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:27.573300,8,Asteroid.SinglePlayer.Connection,Blue Player,53.0,60.0,,0,0,0,0,1,0
2020-03-11 11:24:28.480400,8,Asteroid.SinglePlayer.Exit,Blue Player,50.0,62.0,,0,0,0,0,1,0
2020-03-11 11:24:28.490400,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:28.952400,8,WhiteHole.SinglePlayer.Touch,Blue Player,63.0,72.0,,1,0,0,0,0,0
2020-03-11 11:24:32.440600,8,WhiteHole.SinglePlayer.Trigger,Blue Player,63.0,72.0,,1,0,0,0,0,0
2020-03-11 11:24:32.450600,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:34.091700,8,Asteroid.SinglePlayer.Connection,Red Player,24.0,53.0,,0,0,0,0,0,1
2020-03-11 11:24:34.479700,8,Asteroid.SinglePlayer.Exit,Red Player,26.0,56.0,,0,0,0,0,0,1
2020-03-11 11:24:34.489700,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:34.484700,8,Planet.SinglePlayer.Connection,Red Player,26.0,56.0,6362.0,0,0,0,1,0,0
2020-03-11 11:24:34.497700,8,Asteroid.SinglePlayer.Connection,Red Player,26.0,56.0,,0,0,0,1,0,1
2020-03-11 11:24:35.315800,8,Asteroid.SinglePlayer.Exit,Red Player,29.0,58.0,,0,0,0,1,0,1
2020-03-11 11:24:35.325800,8,,,,,,0,0,0,1,0,0
2020-03-11 11:24:36.057800,8,Planet.SinglePlayer.Exit,Red Player,24.0,54.0,6362.0,0,0,0,1,0,0
2020-03-11 11:24:36.067800,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:37.318900,8,WhiteHole.SinglePlayer.Touch,Blue Player,42.0,80.0,,1,0,0,0,0,0
2020-03-11 11:24:40.267000,8,WhiteHole.SinglePlayer.Exit,Blue Player,42.0,80.0,,1,0,0,0,0,0
2020-03-11 11:24:40.277000,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:40.802100,8,WhiteHole.SinglePlayer.Touch,Blue Player,42.0,80.0,,1,0,0,0,0,0
2020-03-11 11:24:43.267200,8,WhiteHole.SinglePlayer.Exit,Blue Player,42.0,80.0,,1,0,0,0,0,0
2020-03-11 11:24:43.277200,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:44.435300,8,WhiteHole.SinglePlayer.Touch,Blue Player,42.0,80.0,,1,0,0,0,0,0
2020-03-11 11:24:44.684300,8,WhiteHole.SinglePlayer.Exit,Blue Player,42.0,80.0,,1,0,0,0,0,0
2020-03-11 11:24:44.694300,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:46.652400,8,WhiteHole.SinglePlayer.Touch,Blue Player,22.0,66.0,,1,0,0,0,0,0
2020-03-11 11:24:48.967500,8,WhiteHole.SinglePlayer.Exit,Blue Player,22.0,66.0,,1,0,0,0,0,0
2020-03-11 11:24:48.977500,8,,,,,,0,0,0,0,0,0
2020-03-11 11:24:50.669600,8,WhiteHole.SinglePlayer.Touch,Blue Player,22.0,66.0,,1,0,0,0,0,0
2020-03-11 11:24:51.856700,8,Planet.SinglePlayer.Connection,Red Player,39.0,32.0,10608.0,1,0,0,1,0,0
2020-03-11 11:24:52.000700,8,WhiteHole.SinglePlayer.Exit,Blue Player,22.0,66.0,,1,0,0,1,0,0
2020-03-11 11:24:52.010700,8,,,,,,0,0,0,1,0,0
2020-03-11 11:24:53.791800,8,Planet.SinglePlayer.Connection,Blue Player,35.0,57.0,7830.0,0,0,1,1,0,0
2020-03-11 11:25:00.408200,8,Planet.SinglePlayer.Exit,Blue Player,41.0,41.0,5750.0,0,0,1,1,0,0
2020-03-11 11:25:00.418200,8,,,,,,0,0,0,1,0,0
2020-03-11 11:25:01.070200,8,WhiteHole.SinglePlayer.Touch,Blue Player,30.0,17.0,,1,0,0,1,0,0
2020-03-11 11:25:02.175300,8,Planet.SinglePlayer.Exit,Red Player,35.0,54.0,7830.0,1,0,0,1,0,0
2020-03-11 11:25:02.185300,8,,,,,,1,0,0,0,0,0
2020-03-11 11:25:02.385300,8,WhiteHole.SinglePlayer.Exit,Blue Player,30.0,17.0,,1,0,0,0,0,0
2020-03-11 11:25:02.395300,8,,,,,,0,0,0,0,0,0
