PlayTime,Trial,Position.X,Position.Y,WhiteHole.BluePlayer.Touch,WhiteHole.RedPlayer.Touch,WhiteHole.BluePlayer.Trigger,WhiteHole.RedPlayer.Trigger,Planet.BluePlayer.Creation,Planet.RedPlayer.Creation,WhiteHole.MultiPlayer.Trigger,Star.Creation,BlackHole.Creation
2020-03-11 11:04:37.015500,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11 11:04:52.716400,7,58,72,0,1,0,0,0,0,0,0,0
2020-03-11 11:04:55.997600,7,58,72,0,2,0,0,0,0,0,0,0
2020-03-11 11:04:57.547700,7,58,72,0,3,0,0,0,0,0,0,0
2020-03-11 11:05:04.349100,7,42,31,0,4,0,0,0,0,0,0,0
2020-03-11 11:05:22.866200,7,58,72,1,4,0,0,0,0,0,0,0
2020-03-11 11:05:26.358400,7,58,72,1,4,1,0,0,0,0,0,0
2020-03-11 11:05:27.950500,7,30,65,1,5,1,0,0,0,0,0,0
2020-03-11 11:05:28.600500,7,26,58,1,6,1,0,0,0,0,0,0
2020-03-11 11:05:28.983500,7,30,65,1,7,1,0,0,0,0,0,0
2020-03-11 11:05:32.474700,7,30,65,1,7,1,1,0,0,0,0,0
2020-03-11 11:05:34.917900,7,42,31,2,7,1,1,0,0,0,0,0
2020-03-11 11:05:36.101900,7,26,58,2,8,1,1,0,0,0,0,0
2020-03-11 11:05:36.462900,7,31,50,2,8,1,1,0,1,0,0,0
2020-03-11 11:05:36.570900,7,44,37,2,8,1,1,1,1,0,0,0
2020-03-11 11:05:38.424100,7,42,31,2,8,2,1,1,1,0,0,0
2020-03-11 11:05:53.585900,7,26,58,2,9,2,1,1,1,0,0,0
2020-03-11 11:05:55.920100,7,26,58,2,10,2,1,1,1,0,0,0
2020-03-11 11:05:57.422100,7,41,46,2,10,2,1,1,2,0,0,0
2020-03-11 11:05:58.803200,7,26,58,3,10,2,1,1,2,0,0,0
2020-03-11 11:06:00.169300,7,26,58,4,10,2,1,1,2,0,0,0
2020-03-11 11:06:02.619400,7,26,58,5,10,2,1,1,2,0,0,0
2020-03-11 11:06:03.720500,7,26,58,6,10,2,1,1,2,0,0,0
2020-03-11 11:06:07.209700,7,26,58,6,10,3,1,1,2,0,0,0
2020-03-11 11:06:08.822800,7,49,47,6,10,3,1,1,3,0,0,0
