PlayTime,Trial,Position.X,Position.Y,WhiteHole.BluePlayer.Touch,WhiteHole.RedPlayer.Touch,WhiteHole.BluePlayer.Trigger,WhiteHole.RedPlayer.Trigger,Planet.BluePlayer.Creation,Planet.RedPlayer.Creation,WhiteHole.MultiPlayer.Trigger,Star.Creation,BlackHole.Creation
2020-03-11 09:55:21.652000,2,72,16,14,14,5,6,4,4,0,0,0
2020-03-11 09:55:23.297100,2,39,61,14,14,5,6,5,4,0,0,0
2020-03-11 09:55:27.645300,2,37,68,15,14,5,6,5,4,0,0,0
2020-03-11 09:55:28.895400,2,83,43,15,15,5,6,5,4,0,0,0
2020-03-11 09:55:29.695400,2,56,81,16,15,5,6,5,4,0,0,0
2020-03-11 09:55:33.187600,2,56,81,16,15,6,6,5,4,0,0,0
2020-03-11 09:55:33.203600,2,83,43,16,15,6,7,5,4,0,0,0
2020-03-11 09:55:33.215600,2,70,62,16,15,6,7,5,4,1,0,0
2020-03-11 09:55:34.796700,2,52,80,16,15,6,7,6,4,1,0,0
2020-03-11 09:56:02.765300,2,83,43,17,15,6,7,6,4,1,0,0
2020-03-11 09:56:04.515400,2,83,43,18,15,6,7,6,4,1,0,0
2020-03-11 09:56:08.004600,2,83,43,18,15,7,7,6,4,1,0,0
2020-03-11 09:56:09.582700,2,56,81,19,15,7,7,6,4,1,0,0
2020-03-11 09:56:13.082900,2,56,81,19,15,8,7,6,4,1,0,0
2020-03-11 09:56:19.433300,2,37,68,20,15,8,7,6,4,1,0,0
2020-03-11 09:56:22.941500,2,37,68,20,15,9,7,6,4,1,0,0
2020-03-11 09:56:27.034700,2,15,56,21,15,9,7,6,4,1,0,0
2020-03-11 09:56:28.316800,2,15,56,22,15,9,7,6,4,1,0,0
2020-03-11 09:57:01.252700,2,15,56,22,16,9,7,6,4,1,0,0
2020-03-11 09:57:03.335800,2,29,35,23,16,9,7,6,4,1,0,0
2020-03-11 09:57:04.769900,2,43,15,24,16,9,7,6,4,1,0,0
2020-03-11 09:57:08.275100,2,15,56,24,16,9,8,6,4,1,0,0
2020-03-11 09:57:08.279100,2,43,15,24,16,10,8,6,4,1,0,0
2020-03-11 09:57:08.286100,2,29,36,24,16,10,8,6,4,2,0,0
2020-03-11 09:57:17.503600,2,72,16,25,16,10,8,6,4,2,0,0
2020-03-11 09:57:20.993800,2,72,16,25,16,11,8,6,4,2,0,0
2020-03-11 09:57:22.687900,2,29,35,25,17,11,8,6,4,2,0,0
2020-03-11 09:57:26.177100,2,29,35,25,17,11,9,6,4,2,0,0
2020-03-11 09:57:26.656100,2,35,46,25,17,11,9,6,5,2,0,0
2020-03-11 09:57:52.056600,2,15,56,26,17,11,9,6,5,2,0,0
2020-03-11 09:57:53.156600,2,83,43,26,18,11,9,6,5,2,0,0
2020-03-11 09:57:55.590800,2,15,56,27,18,11,9,6,5,2,0,0
2020-03-11 09:57:59.112000,2,83,43,27,18,11,10,6,5,2,0,0
2020-03-11 09:58:01.391100,2,15,56,28,18,11,10,6,5,2,0,0
2020-03-11 09:58:01.824100,2,23,61,28,18,11,10,7,5,2,0,0
2020-03-11 09:58:09.390600,2,72,16,28,19,11,10,7,5,2,0,0
2020-03-11 09:58:12.458800,2,56,81,29,19,11,10,7,5,2,0,0
2020-03-11 09:58:15.947000,2,56,81,29,19,12,10,7,5,2,0,0
2020-03-11 09:58:15.964000,2,72,16,29,19,12,11,7,5,2,0,0
2020-03-11 09:58:15.975000,2,64,48,29,19,12,11,7,5,3,0,0
2020-03-11 09:58:50.344900,2,15,56,30,19,12,11,7,5,3,0,0
2020-03-11 09:58:50.527900,2,15,56,31,19,12,11,7,5,3,0,0
2020-03-11 09:58:54.018100,2,15,56,31,19,13,11,7,5,3,0,0
2020-03-11 09:59:07.178900,2,83,43,31,20,13,11,7,5,3,0,0
2020-03-11 09:59:10.684100,2,83,43,31,20,13,12,7,5,3,0,0
2020-03-11 09:59:24.212900,2,29,35,31,21,13,12,7,5,3,0,0
2020-03-11 09:59:32.896400,2,29,35,31,22,13,12,7,5,3,0,0
2020-03-11 09:59:35.013500,2,15,56,32,22,13,12,7,5,3,0,0
2020-03-11 09:59:38.518700,2,29,35,32,22,13,13,7,5,3,0,0
2020-03-11 09:59:40.447800,2,59,47,32,22,13,13,8,5,3,0,0
2020-03-11 09:59:49.615300,2,15,56,33,22,13,13,8,5,3,0,0
2020-03-11 09:59:52.564500,2,83,43,33,23,13,13,8,5,3,0,0
2020-03-11 09:59:56.052700,2,83,43,33,23,13,14,8,5,3,0,0
2020-03-11 10:00:18.017900,2,15,56,33,24,13,14,8,5,3,0,0
2020-03-11 10:00:19.917000,2,43,15,34,24,13,14,8,5,3,0,0
2020-03-11 10:00:23.406200,2,43,15,34,24,14,14,8,5,3,0,0
2020-03-11 10:00:34.818900,2,54,67,34,24,14,14,8,6,3,0,0
2020-03-11 10:00:45.336500,2,43,15,34,25,14,14,8,6,3,0,0
2020-03-11 10:00:46.185500,2,43,15,34,26,14,14,8,6,3,0,0
2020-03-11 10:00:48.719700,2,29,35,35,26,14,14,8,6,3,0,0
2020-03-11 10:00:57.370200,2,29,35,36,26,14,14,8,6,3,0,0
2020-03-11 10:01:03.386500,2,43,15,37,26,14,14,8,6,3,0,0
2020-03-11 10:01:10.237900,2,29,35,38,26,14,14,8,6,3,0,0
2020-03-11 10:01:12.254000,2,29,35,38,27,14,14,8,6,3,0,0
2020-03-11 10:01:12.587100,2,15,56,39,27,14,14,8,6,3,0,0
2020-03-11 10:01:16.077300,2,15,56,39,27,15,14,8,6,3,0,0
2020-03-11 10:01:16.093300,2,29,35,39,27,15,15,8,6,3,0,0
2020-03-11 10:01:16.129300,2,22,46,39,27,15,15,8,6,3,1,0
2020-03-11 10:01:44.206900,2,72,16,39,28,15,15,8,6,3,1,0
2020-03-11 10:01:44.673900,2,72,16,39,29,15,15,8,6,3,1,0
2020-03-11 10:01:45.173900,2,43,15,40,29,15,15,8,6,3,1,0
