PlayTime,Trial,Position.X,Position.Y,WhiteHole.BluePlayer.Touch,WhiteHole.RedPlayer.Touch,WhiteHole.BluePlayer.Trigger,WhiteHole.RedPlayer.Trigger,Planet.BluePlayer.Creation,Planet.RedPlayer.Creation,WhiteHole.MultiPlayer.Trigger,Star.Creation,BlackHole.Creation
2020-03-11 10:51:55.679900,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11 10:52:00.709200,6,31,56,1,0,0,0,0,0,0,0,0
2020-03-11 10:52:01.642200,6,37,15,1,1,0,0,0,0,0,0,0
2020-03-11 10:52:02.058200,6,37,15,1,2,0,0,0,0,0,0,0
2020-03-11 10:52:05.409400,6,37,15,2,2,0,0,0,0,0,0,0
2020-03-11 10:52:06.709500,6,31,56,2,3,0,0,0,0,0,0,0
2020-03-11 10:52:12.144800,6,59,77,2,4,0,0,0,0,0,0,0
2020-03-11 10:52:15.643000,6,76,40,3,4,0,0,0,0,0,0,0
2020-03-11 10:52:18.576200,6,76,40,4,4,0,0,0,0,0,0,0
2020-03-11 10:52:29.477800,6,76,40,5,4,0,0,0,0,0,0,0
2020-03-11 10:52:31.111900,6,76,40,6,4,0,0,0,0,0,0,0
2020-03-11 10:52:34.561100,6,31,56,6,5,0,0,0,0,0,0,0
2020-03-11 10:52:41.478500,6,76,40,6,6,0,0,0,0,0,0,0
2020-03-11 10:52:43.461600,6,37,15,7,6,0,0,0,0,0,0,0
2020-03-11 10:52:46.461800,6,76,40,7,7,0,0,0,0,0,0,0
2020-03-11 10:52:49.969000,6,76,40,7,7,0,1,0,0,0,0,0
2020-03-11 10:52:52.259100,6,74,46,7,7,0,1,1,0,0,0,0
2020-03-11 10:53:21.880800,6,37,15,7,8,0,1,1,0,0,0,0
2020-03-11 10:53:25.231000,6,37,15,7,9,0,1,1,0,0,0,0
2020-03-11 10:53:26.131000,6,37,15,7,10,0,1,1,0,0,0,0
2020-03-11 10:53:26.598100,6,16,33,8,10,0,1,1,0,0,0,0
2020-03-11 10:53:27.965100,6,16,33,9,10,0,1,1,0,0,0,0
2020-03-11 10:53:30.115300,6,31,56,10,10,0,1,1,0,0,0,0
2020-03-11 10:53:49.050400,6,31,56,11,10,0,1,1,0,0,0,0
2020-03-11 10:53:50.950500,6,31,56,12,10,0,1,1,0,0,0,0
2020-03-11 10:53:52.500600,6,31,56,13,10,0,1,1,0,0,0,0
2020-03-11 10:53:55.716700,6,37,15,13,11,0,1,1,0,0,0,0
2020-03-11 10:54:06.101300,6,59,77,14,11,0,1,1,0,0,0,0
2020-03-11 10:54:09.184500,6,31,56,14,12,0,1,1,0,0,0,0
2020-03-11 10:54:30.836700,6,16,33,15,12,0,1,1,0,0,0,0
2020-03-11 10:54:33.903900,6,59,77,15,13,0,1,1,0,0,0,0
2020-03-11 10:54:34.903000,6,31,56,16,13,0,1,1,0,0,0,0
2020-03-11 10:54:45.070600,6,59,77,17,13,0,1,1,0,0,0,0
2020-03-11 10:54:50.903900,6,16,33,17,14,0,1,1,0,0,0,0
2020-03-11 10:54:53.487000,6,31,56,17,15,0,1,1,0,0,0,0
2020-03-11 10:55:12.723100,6,37,15,18,15,0,1,1,0,0,0,0
2020-03-11 10:55:14.990300,6,37,15,19,15,0,1,1,0,0,0,0
2020-03-11 10:55:15.105300,6,31,56,19,16,0,1,1,0,0,0,0
2020-03-11 10:55:16.306300,6,37,15,20,16,0,1,1,0,0,0,0
2020-03-11 10:55:17.006400,6,31,56,20,17,0,1,1,0,0,0,0
2020-03-11 10:55:19.240500,6,31,56,20,18,0,1,1,0,0,0,0
2020-03-11 10:55:27.374000,6,59,77,20,19,0,1,1,0,0,0,0
2020-03-11 10:55:33.357300,6,16,33,21,19,0,1,1,0,0,0,0
2020-03-11 10:55:43.557900,6,31,56,22,19,0,1,1,0,0,0,0
2020-03-11 10:55:44.591000,6,31,56,23,19,0,1,1,0,0,0,0
2020-03-11 10:56:24.044200,6,59,77,23,20,0,1,1,0,0,0,0
2020-03-11 10:56:24.361200,6,16,33,24,20,0,1,1,0,0,0,0
2020-03-11 10:56:27.867400,6,16,33,24,20,1,1,1,0,0,0,0
2020-03-11 10:56:36.261900,6,31,56,24,21,1,1,1,0,0,0,0
2020-03-11 10:56:37.278000,6,31,56,25,21,1,1,1,0,0,0,0
2020-03-11 10:56:41.929200,6,59,77,26,21,1,1,1,0,0,0,0
2020-03-11 10:56:44.378400,6,31,56,26,22,1,1,1,0,0,0,0
2020-03-11 10:56:52.529800,6,31,56,26,23,1,1,1,0,0,0,0
2020-03-11 10:56:53.812900,6,31,56,26,24,1,1,1,0,0,0,0
2020-03-11 10:56:58.379200,6,62,24,27,24,1,1,1,0,0,0,0
2020-03-11 10:57:05.064600,6,37,15,28,24,1,1,1,0,0,0,0
2020-03-11 10:57:05.113600,6,31,56,28,25,1,1,1,0,0,0,0
2020-03-11 10:57:08.030700,6,59,77,28,26,1,1,1,0,0,0,0
2020-03-11 10:57:12.898000,6,62,24,28,27,1,1,1,0,0,0,0
2020-03-11 10:57:15.648200,6,59,77,29,27,1,1,1,0,0,0,0
2020-03-11 10:57:17.498300,6,31,56,29,28,1,1,1,0,0,0,0
2020-03-11 10:57:21.348500,6,59,77,30,28,1,1,1,0,0,0,0
2020-03-11 10:57:25.632700,6,62,24,31,28,1,1,1,0,0,0,0
2020-03-11 10:57:30.182000,6,31,56,31,29,1,1,1,0,0,0,0
2020-03-11 10:57:31.600100,6,31,56,32,29,1,1,1,0,0,0,0
2020-03-11 10:57:32.134100,6,31,56,32,30,1,1,1,0,0,0,0
2020-03-11 10:57:33.934200,6,31,56,33,30,1,1,1,0,0,0,0
2020-03-11 10:57:37.133400,6,59,77,33,31,1,1,1,0,0,0,0
2020-03-11 10:57:40.400600,6,59,77,33,32,1,1,1,0,0,0,0
2020-03-11 10:57:47.284000,6,37,15,34,32,1,1,1,0,0,0,0
2020-03-11 10:57:50.772200,6,37,15,34,32,2,1,1,0,0,0,0
2020-03-11 10:58:04.969000,6,59,77,35,32,2,1,1,0,0,0,0
2020-03-11 10:58:05.886000,6,59,77,36,32,2,1,1,0,0,0,0
2020-03-11 10:58:08.886200,6,62,24,36,33,2,1,1,0,0,0,0
2020-03-11 10:58:12.689400,6,33,37,36,33,2,1,1,1,0,0,0
2020-03-11 10:58:12.803400,6,62,24,37,33,2,1,1,1,0,0,0
2020-03-11 10:58:13.719500,6,16,33,37,34,2,1,1,1,0,0,0
2020-03-11 10:58:17.239700,6,62,24,37,34,3,1,1,1,0,0,0
2020-03-11 10:58:19.119800,6,59,77,37,35,3,1,1,1,0,0,0
2020-03-11 10:58:25.020100,6,31,56,37,36,3,1,1,1,0,0,0
2020-03-11 10:58:28.470300,6,31,56,37,37,3,1,1,1,0,0,0
2020-03-11 10:58:28.670300,6,31,56,37,38,3,1,1,1,0,0,0
2020-03-11 10:58:31.770500,6,31,56,37,39,3,1,1,1,0,0,0
2020-03-11 10:58:41.988100,6,74,61,37,40,3,1,1,1,0,0,0
2020-03-11 10:58:44.454300,6,31,56,38,40,3,1,1,1,0,0,0
2020-03-11 10:58:45.004300,6,74,61,38,41,3,1,1,1,0,0,0
2020-03-11 10:58:48.509500,6,74,61,38,41,3,2,1,1,0,0,0
2020-03-11 10:58:50.122600,6,53,73,38,41,3,2,2,1,0,0,0
2020-03-11 10:59:01.156200,6,16,33,38,42,3,2,2,1,0,0,0
2020-03-11 10:59:04.645400,6,16,33,38,42,3,3,2,1,0,0,0
2020-03-11 10:59:06.423500,6,64,17,38,42,3,3,3,1,0,0,0
2020-03-11 10:59:12.623900,6,31,56,38,43,3,3,3,1,0,0,0
2020-03-11 10:59:16.129100,6,31,56,38,43,3,4,3,1,0,0,0
2020-03-11 10:59:19.260200,6,33,53,38,43,3,4,4,1,0,0,0
2020-03-11 10:59:26.507700,6,37,76,39,43,3,4,4,1,0,0,0
2020-03-11 10:59:27.241700,6,59,77,40,43,3,4,4,1,0,0,0
2020-03-11 10:59:30.745900,6,59,77,40,43,4,4,4,1,0,0,0
2020-03-11 10:59:43.541600,6,37,76,40,44,4,4,4,1,0,0,0
2020-03-11 10:59:44.012700,6,41,78,40,44,4,4,4,2,0,0,0
2020-03-11 10:59:48.725900,6,76,40,40,45,4,4,4,2,0,0,0
2020-03-11 10:59:52.215100,6,76,40,40,45,4,5,4,2,0,0,0
