PlayTime,Trial,Position.X,Position.Y,WhiteHole.BluePlayer.Touch,WhiteHole.RedPlayer.Touch,WhiteHole.BluePlayer.Trigger,WhiteHole.RedPlayer.Trigger,Planet.BluePlayer.Creation,Planet.RedPlayer.Creation,WhiteHole.MultiPlayer.Trigger,Star.Creation,BlackHole.Creation
2020-03-11 12:01:05.443800,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11 12:01:10.977200,11,44,12,1,0,0,0,0,0,0,0,0
2020-03-11 12:01:14.484400,11,44,12,1,0,1,0,0,0,0,0,0
2020-03-11 12:01:22.326800,11,24,53,1,1,1,0,0,0,0,0,0
2020-03-11 12:01:26.675100,11,52,61,1,1,1,0,0,1,0,0,0
2020-03-11 12:01:26.679100,11,150,150,1,1,1,0,0,2,0,0,0
2020-03-11 12:01:34.044500,11,81,45,1,2,1,0,0,2,0,0,0
2020-03-11 12:01:53.995600,11,54,79,1,3,1,0,0,2,0,0,0
2020-03-11 12:02:24.964400,11,24,53,1,4,1,0,0,2,0,0,0
2020-03-11 12:02:26.664500,11,24,53,1,5,1,0,0,2,0,0,0
2020-03-11 12:02:31.148700,11,81,45,1,6,1,0,0,2,0,0,0
2020-03-11 12:02:43.149400,11,54,79,2,6,1,0,0,2,0,0,0
2020-03-11 12:02:44.249500,11,54,79,3,6,1,0,0,2,0,0,0
2020-03-11 12:02:45.766600,11,54,79,4,6,1,0,0,2,0,0,0
2020-03-11 12:03:01.184500,11,27,79,5,6,1,0,0,2,0,0,0
2020-03-11 12:03:01.917500,11,27,79,6,6,1,0,0,2,0,0,0
2020-03-11 12:03:04.834700,11,27,79,7,6,1,0,0,2,0,0,0
2020-03-11 12:03:08.300900,11,27,79,8,6,1,0,0,2,0,0,0
2020-03-11 12:03:29.186100,11,24,53,8,7,1,0,0,2,0,0,0
2020-03-11 12:03:32.675300,11,24,53,8,7,1,1,0,2,0,0,0
2020-03-11 12:03:38.090600,11,31,39,8,7,1,1,1,2,0,0,0
2020-03-11 12:03:56.120600,11,54,79,8,8,1,1,1,2,0,0,0
2020-03-11 12:04:07.722300,11,27,79,8,9,1,1,1,2,0,0,0
2020-03-11 12:04:21.890100,11,54,79,8,10,1,1,1,2,0,0,0
2020-03-11 12:04:24.189200,11,70,65,8,11,1,1,1,2,0,0,0
2020-03-11 12:04:54.525000,11,27,79,8,12,1,1,1,2,0,0,0
2020-03-11 12:04:57.776100,11,27,79,9,12,1,1,1,2,0,0,0
2020-03-11 12:05:00.176300,11,27,79,10,12,1,1,1,2,0,0,0
2020-03-11 12:05:03.666500,11,27,79,10,12,2,1,1,2,0,0,0
2020-03-11 12:05:07.910700,11,68,47,10,12,2,1,1,3,0,0,0
2020-03-11 12:05:10.976900,11,70,65,11,12,2,1,1,3,0,0,0
2020-03-11 12:05:11.659900,11,70,65,12,12,2,1,1,3,0,0,0
2020-03-11 12:05:12.927000,11,70,65,13,12,2,1,1,3,0,0,0
2020-03-11 12:05:13.494000,11,70,65,14,12,2,1,1,3,0,0,0
2020-03-11 12:05:30.962000,11,70,65,15,12,2,1,1,3,0,0,0
2020-03-11 12:05:34.451200,11,70,65,15,12,3,1,1,3,0,0,0
2020-03-11 12:06:46.300300,11,27,79,16,12,3,1,1,3,0,0,0
2020-03-11 12:06:49.789500,11,27,79,16,12,4,1,1,3,0,0,0
2020-03-11 12:06:51.018600,11,34,58,16,12,4,1,1,4,0,0,0
2020-03-11 12:07:21.103300,11,44,12,16,13,4,1,1,4,0,0,0
2020-03-11 12:07:23.153500,11,44,12,16,14,4,1,1,4,0,0,0
2020-03-11 12:07:23.753500,11,44,12,16,15,4,1,1,4,0,0,0
2020-03-11 12:07:47.854900,11,44,12,17,15,4,1,1,4,0,0,0
2020-03-11 12:07:51.344100,11,44,12,17,15,5,1,1,4,0,0,0
2020-03-11 12:07:52.823100,11,66,50,17,15,5,1,1,5,0,0,0
2020-03-11 12:08:21.640800,11,81,45,17,16,5,1,1,5,0,0,0
2020-03-11 12:08:26.324100,11,81,45,17,17,5,1,1,5,0,0,0
2020-03-11 12:08:27.224100,11,81,45,18,17,5,1,1,5,0,0,0
2020-03-11 12:08:28.925200,11,81,45,18,18,5,1,1,5,0,0,0
2020-03-11 12:08:45.642200,11,70,65,19,18,5,1,1,5,0,0,0
2020-03-11 12:08:49.131400,11,70,65,19,18,6,1,1,5,0,0,0
2020-03-11 12:08:53.192600,11,54,79,20,18,6,1,1,5,0,0,0
2020-03-11 12:08:59.494000,11,76,36,20,18,6,1,1,6,0,0,0
2020-03-11 12:09:49.513800,11,54,79,20,19,6,1,1,6,0,0,0
2020-03-11 12:10:25.599900,11,54,79,20,20,6,1,1,6,0,0,0
2020-03-11 12:10:29.089100,11,54,79,20,20,6,2,1,6,0,0,0
2020-03-11 12:10:42.233800,11,27,79,20,21,6,2,1,6,0,0,0
2020-03-11 12:10:43.264900,11,27,79,20,22,6,2,1,6,0,0,0
2020-03-11 12:10:44.618000,11,27,79,21,22,6,2,1,6,0,0,0
2020-03-11 12:11:03.636100,11,27,79,21,23,6,2,1,6,0,0,0
