PlayTime,Trial,Position.X,Position.Y,WhiteHole.BluePlayer.Touch,WhiteHole.RedPlayer.Touch,WhiteHole.BluePlayer.Trigger,WhiteHole.RedPlayer.Trigger,Planet.BluePlayer.Creation,Planet.RedPlayer.Creation,WhiteHole.MultiPlayer.Trigger,Star.Creation,BlackHole.Creation
2020-03-11 10:25:15.843400,4,32,27,33,14,9,9,3,4,3,1,1
2020-03-11 10:25:15.944400,4,38,15,34,14,9,9,3,4,3,1,1
2020-03-11 10:25:23.094800,4,38,15,35,14,9,9,3,4,3,1,1
2020-03-11 10:25:30.645200,4,38,15,36,14,9,9,3,4,3,1,1
2020-03-11 10:25:39.278700,4,60,28,37,14,9,9,3,4,3,1,1
2020-03-11 10:25:59.413900,4,38,15,37,15,9,9,3,4,3,1,1
2020-03-11 10:26:06.113300,4,38,15,38,15,9,9,3,4,3,1,1
2020-03-11 10:26:08.147400,4,85,67,38,16,9,9,3,4,3,1,1
2020-03-11 10:26:11.635600,4,85,67,38,16,9,10,3,4,3,1,1
2020-03-11 10:26:11.668600,4,38,15,38,16,10,10,3,4,3,1,1
2020-03-11 10:26:11.683600,4,62,41,38,16,10,10,3,4,4,1,1
2020-03-11 10:26:13.915700,4,33,20,38,16,10,10,4,4,4,1,1
2020-03-11 10:26:18.832000,4,60,80,38,17,10,10,4,4,4,1,1
2020-03-11 10:26:33.094800,4,60,80,38,18,10,10,4,4,4,1,1
2020-03-11 10:26:36.573000,4,60,80,38,18,10,11,4,4,4,1,1
2020-03-11 10:26:37.232100,4,60,28,39,18,10,11,4,4,4,1,1
2020-03-11 10:26:40.737300,4,60,28,39,18,11,11,4,4,4,1,1
2020-03-11 10:26:43.234400,4,66,78,39,18,11,11,4,5,4,1,1
2020-03-11 10:26:49.051700,4,55,50,39,18,11,11,5,5,4,1,1
2020-03-11 10:27:10.101900,4,38,15,40,18,11,11,5,5,4,1,1
2020-03-11 10:27:17.103300,4,38,15,41,18,11,11,5,5,4,1,1
2020-03-11 10:27:22.402600,4,77,40,42,18,11,11,5,5,4,1,1
2020-03-11 10:27:22.752700,4,60,80,42,19,11,11,5,5,4,1,1
2020-03-11 10:27:26.256900,4,60,80,42,19,11,12,5,5,4,1,1
2020-03-11 10:27:26.261900,4,77,40,42,19,12,12,5,5,4,1,1
2020-03-11 10:27:26.270900,4,68,60,42,19,12,12,5,5,4,2,1
2020-03-11 10:27:33.871300,4,38,15,43,19,12,12,5,5,4,2,1
2020-03-11 10:27:36.505400,4,38,15,44,19,12,12,5,5,4,2,1
2020-03-11 10:27:37.854500,4,85,67,44,20,12,12,5,5,4,2,1
2020-03-11 10:27:41.341700,4,85,67,44,20,12,13,5,5,4,2,1
2020-03-11 10:27:41.357700,4,38,15,44,20,13,13,5,5,4,2,1
2020-03-11 10:27:41.371700,4,62,41,44,20,13,13,5,5,5,2,1
2020-03-11 10:27:54.755500,4,34,80,44,21,13,13,5,5,5,2,1
2020-03-11 10:27:57.489600,4,50,46,44,21,13,13,6,5,5,2,1
2020-03-11 10:27:58.243700,4,34,80,44,21,13,14,6,5,5,2,1
2020-03-11 10:28:06.907200,4,55,60,44,21,13,14,7,5,5,2,1
