Time,Event,Player.Color,Particle.Type,WhiteHole.Position.X,WhiteHole.Position.Y,Particle.Count,Planet.Id,Planet.Core,Planet.Position.X,Planet.Position.Y,Asteroid.Id,Asteroid.Position.X,Asteroid.Position.Y,Trial Id,Particle.1.Type,Particle.2.Type,WhiteHole.1.Position.X,WhiteHole.1.Position.Y,WhiteHole.2.Position.X,WhiteHole.2.Position.Y,Star.Id,Star.Orbit.Count,Star.Position.X,Star.Position.Y,Planet.Count,BlackHole.Id,BlackHole.Position.X,BlackHole.Position.Y,Object.Id
2020/03/11 09:35:37.0271,WhiteHole.SinglePlayer.Touch,Red Player,Metal,"86,16947","42,20452",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:35:39.4433,WhiteHole.SinglePlayer.Touch,Blue Player,Darkness,"54,21377","69,55106",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:35:40.5943,WhiteHole.SinglePlayer.Exit,Red Player,Metal,"86,16947","42,20452",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:35:42.9355,WhiteHole.SinglePlayer.Trigger,Blue Player,Darkness,"54,21377","69,55106",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:35:44.6015,Planet.Creation,Red Player,[Darkness],,,1.0,Planet1(Clone)-5672,Comet,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:35:48.4438,WhiteHole.SinglePlayer.Touch,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:35:48.6018,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:35:50.5939,WhiteHole.SinglePlayer.Exit,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:35:50.8599,WhiteHole.SinglePlayer.Touch,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:35:54.1601,WhiteHole.SinglePlayer.Exit,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:14.0192,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:22.8457,WhiteHole.SinglePlayer.Touch,Red Player,Metal,"86,16947","42,20452",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:22.8797,WhiteHole.SinglePlayer.Exit,Red Player,Metal,"86,16947","42,20452",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:31.1692,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:31.8973,WhiteHole.SinglePlayer.Touch,Red Player,Air,"42,41521","14,80808",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:35.3875,WhiteHole.SinglePlayer.Trigger,Red Player,Air,"42,41521","14,80808",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:37.6196,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:41.9808,WhiteHole.SinglePlayer.Touch,Blue Player,Darkness,"26,47401","34,81686",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:45.4880,WhiteHole.SinglePlayer.Trigger,Blue Player,Darkness,"26,47401","34,81686",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:47.0391,Planet.SinglePlayer.Connection,Red Player,,,,,Planet1(Clone)-5672,,"57,09988","32,79856",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:47.7242,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:48.9312,Planet.Creation,Blue Player,[Air],,,1.0,Planet1(Clone)-6336,Comet,"21,6676","46,35846",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:49.1152,WhiteHole.SinglePlayer.Touch,Red Player,Metal,"86,16947","42,20452",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:49.3983,WhiteHole.SinglePlayer.Touch,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:50.7153,WhiteHole.SinglePlayer.Exit,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:50.9153,WhiteHole.SinglePlayer.Exit,Red Player,Metal,"86,16947","42,20452",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:53.6065,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6336,,"21,6676","46,35846",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:53.7495,Planet.Creation,Red Player,[Darkness],,,1.0,Planet1(Clone)-6388,Meteoroid,"48,58277","46,16808",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:56.8707,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"48,58277","46,16808",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:57.0577,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6336,,"21,6676","46,35846",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:58.9818,WhiteHole.SinglePlayer.Touch,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:59.3488,WhiteHole.SinglePlayer.Exit,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:36:59.8318,WhiteHole.SinglePlayer.Touch,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:01.4049,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6336,,"21,6676","46,35846",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:02.2480,WhiteHole.SinglePlayer.Exit,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:03.6321,WhiteHole.SinglePlayer.Touch,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:04.4661,WhiteHole.SinglePlayer.Exit,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:04.8991,WhiteHole.SinglePlayer.Touch,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:05.9232,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:06.1332,WhiteHole.SinglePlayer.Exit,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:06.7832,WhiteHole.SinglePlayer.Touch,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:08.2993,WhiteHole.SinglePlayer.Exit,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:08.4403,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"48,58277","46,16808",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:10.2724,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"48,58277","46,16808",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:10.5995,WhiteHole.SinglePlayer.Touch,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:13.2666,WhiteHole.SinglePlayer.Exit,Blue Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:21.6731,Planet.SinglePlayer.Connection,Blue Player,,,,,Planet1(Clone)-6388,,"49,52652","48,74483",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:32.1247,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:32.7077,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6336,,"52,24138","44,98903",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:34.5408,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6336,,"52,24138","44,98903",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:40.7262,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:43.8274,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6336,,"52,24138","44,98903",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:44.5924,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6388,,"47,99385","44,78964",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:49.9937,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6388,,"47,99385","44,78964",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:53.1759,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"50,58365","41,37862",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:55.9261,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"50,58365","41,37862",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:37:57.8252,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"50,58365","41,37862",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:04.3595,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"59,72139","47,1311",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:06.6267,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6388,,"59,72139","47,1311",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:08.1428,Planet.SinglePlayer.Connection,Red Player,,,,,Planet1(Clone)-5672,,"51,01819","27,12749",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:08.3698,WhiteHole.SinglePlayer.Touch,Blue Player,Darkness,"75,20641","66,26765",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:08.8878,WhiteHole.SinglePlayer.Exit,Blue Player,Darkness,"75,20641","66,26765",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:08.9878,WhiteHole.SinglePlayer.Touch,Blue Player,Darkness,"75,20641","66,26765",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:09.0108,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:10.1209,WhiteHole.SinglePlayer.Exit,Blue Player,Darkness,"75,20641","66,26765",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:10.8209,WhiteHole.SinglePlayer.Touch,Blue Player,Darkness,"75,20641","66,26765",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:11.2539,WhiteHole.SinglePlayer.Exit,Blue Player,Darkness,"75,20641","66,26765",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:34.8963,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"41,9498","50,29662",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:43.5958,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"41,9498","50,29662",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:54.7074,WhiteHole.SinglePlayer.Touch,Red Player,Air,"66,26765","24,79358",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:54.8474,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:56.4625,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6388,,"48,92297","56,02808",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:58.1906,WhiteHole.SinglePlayer.Exit,Red Player,Air,"66,26765","24,79358",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:38:59.4647,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:01.7748,WhiteHole.SinglePlayer.Touch,Red Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:02.4909,WhiteHole.SinglePlayer.Exit,Red Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:07.6252,WhiteHole.SinglePlayer.Touch,Red Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:08.5082,WhiteHole.SinglePlayer.Exit,Red Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:12.0994,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6388,,"48,92297","56,02808",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:22.7500,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:23.0980,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:23.7501,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:28.0843,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:28.0873,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"46,52921","42,7132",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:28.8164,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"46,52921","42,7132",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:30.0484,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"46,52921","42,7132",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:33.1336,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"46,52921","42,7132",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:34.0997,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6388,,"46,52921","42,7132",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:35.2097,WhiteHole.SinglePlayer.Touch,Red Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:36.6098,WhiteHole.SinglePlayer.Exit,Red Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:37.0268,WhiteHole.SinglePlayer.Touch,Red Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:37.9929,WhiteHole.SinglePlayer.Exit,Red Player,Water,"17,74074","56,95272",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:41.4501,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"46,52921","42,7132",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:46.2344,Planet.SinglePlayer.Connection,Red Player,,,,,Planet1(Clone)-6388,,"47,11606","47,5444",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:48.6445,WhiteHole.SinglePlayer.Touch,Blue Player,Air,"66,26765","24,79358",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:48.8855,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-6388,,"46,52921","42,7132",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:48.9945,WhiteHole.SinglePlayer.Exit,Blue Player,Air,"66,26765","24,79358",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:50.6016,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:39:59.2201,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6388,,"40,05526","50,83598",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:00.5532,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6388,,"40,05526","50,83598",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:02.0953,WhiteHole.SinglePlayer.Touch,Red Player,Darkness,"75,20641","66,26765",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:03.9194,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6388,,"40,05526","50,83598",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:05.5845,WhiteHole.SinglePlayer.Trigger,Red Player,Darkness,"75,20641","66,26765",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:19.5033,Planet.SinglePlayer.Connection,Blue Player,,,,,Planet1(Clone)-6388,,"46,29008","57,87663",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:23.8205,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6388,,"40,05526","50,83598",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:29.3698,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6388,,"51,08075","64,2042",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:31.0859,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-6388,,"51,08075","64,2042",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:35.7812,WhiteHole.SinglePlayer.Touch,Blue Player,Air,"66,26765","24,79358",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:39.2704,WhiteHole.SinglePlayer.Trigger,Blue Player,Air,"66,26765","24,79358",,,,,,,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:40.3375,Planet.SinglePlayer.Exit,Blue Player,,,,,Planet1(Clone)-5672,,"55,15384","30,65977",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:40.6165,Planet.Creation,Red Player,[Air],,,1.0,Planet1(Clone)-7392,Comet,"44,14879","47,77673",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:52.8562,Planet.SinglePlayer.Exit,Red Player,,,,,Planet1(Clone)-7392,,"54,61952","55,46584",,,,1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.7555,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"48,63237","42,82227",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.7725,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"48,29162","42,66539",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.7895,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"47,92282","42,47429",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.8055,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"47,62828","42,32008",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.8225,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"47,31865","42,15798",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.8395,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"47,07336","42,00989",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.8535,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"46,85601","41,87867",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.8705,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"46,58368","41,70871",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.8885,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"46,06324","41,30633",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.9055,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"45,81793","41,11646",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.9215,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"45,61125","40,94769",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.9385,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"45,38301","40,75894",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.9555,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"45,15226","40,54974",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.9715,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"44,96632","40,37825",1,,,,,,,,,,,,,,,
2020/03/11 09:40:57.9895,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"44,82137","40,24457",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.0055,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"44,66165","40,06679",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.0225,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"44,4964","39,87021",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.0385,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"44,35433","39,70121",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.0545,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"44,25517","39,58324",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.0815,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"43,98177","39,29737",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.0935,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"43,87997","39,20375",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.1055,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"43,87997","39,20375",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.1225,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"43,70333","39,04622",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.1385,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"43,58046","39,00203",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.1565,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"43,48114","38,97622",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.1725,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"43,42004","38,96033",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.1885,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"43,34322","38,94035",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.2045,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"43,26415","38,95663",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.2265,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"43,1567","39,02817",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.2385,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"43,0817","39,07811",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.2555,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"42,99985","39,13261",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.2715,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"42,90118","39,22916",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.2885,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"42,80838","39,33654",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.3055,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"42,71019","39,45357",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.3225,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"42,63365","39,54478",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.3395,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"42,55997","39,63259",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.3565,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"42,3811","39,89979",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.3725,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"42,28236","40,05101",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.3885,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"42,19468","40,18871",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.4045,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"42,10511","40,35437",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.4215,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"41,99579","40,56158",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.4395,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"41,90226","40,7403",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.4555,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"41,81223","40,91235",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.4725,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"41,7468","41,03785",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.4885,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"41,62655","41,25122",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.5055,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"41,52282","41,42924",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.5235,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"41,41953","41,60542",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.5395,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"41,31297","41,77927",1,,,,,,,,,,,,,,,
2020/03/11 09:40:58.5555,Asteroid.SinglePlayer.Connection,Blue Player,,,,,,,,,Asteroid 1(Clone),"41,21025","41,94264",1,,,,,,,,,,,,,,,
